source_serial,institute_code,institution_label,source_name_address_excerpt,state_ut,source_page,source_y_top_pt,listing_scope
304,MP001,Digdarshika Institute of Rehabilitation & Research H.No. 10,"Digdarshika Institute of Rehabilitation & Research | H.No. 10, Rohit Nagar Phase-1, Rohit Grih Nirman Samiti, | Bawadiya Kalan, Bhopal-462026 /",Madhya Pradesh,36,548.27,listed_in_2026-02-04_register; current_activity_not_assessed
305,MP003,Mahesh Dristihein Kalyan Sangh,"Mahesh Dristihein Kalyan Sangh, “Atmalochan Parisar”, | Scheme No. 54, Behind Satya Sai , Vidyala Vihar, A.B. Road, | Indore, Madhya Pradesh-452 010",Madhya Pradesh,36,685.79,listed_in_2026-02-04_register; current_activity_not_assessed
306,MP005,Institute for Hearing Impaired & Resource Centre,"Institute for Hearing Impaired & Resource Centre, | Sanjeevani Seva Sangam, Behind Satya Sai Vidya Vihar, | Scheme No: 54, Indore, Madhya Pradesh – 452 008",Madhya Pradesh,36,754.79,listed_in_2026-02-04_register; current_activity_not_assessed
307,MP006,Composite Regional Centre for Persons with Disabilities (C.R.C),"Composite Regional Centre for Persons with Disabilities | (C.R.C), | Punarwas Bhawan, Near Old SOS Village Khajurikalan Marg, | Post-Piplani, Bhopal, Madhya Pradesh– 462022",Madhya Pradesh,37,107.87,listed_in_2026-02-04_register; current_activity_not_assessed
308,MP007,Shiv Kalyan Evam Shikshan Samiti,"Shiv Kalyan Evam Shikshan Samiti, | LIG-26, 2nd floor, Harshwardhan Nagar, District –Bhopal, | Madhya Pradesh – 03",Madhya Pradesh,37,281.39,listed_in_2026-02-04_register; current_activity_not_assessed
309,MP009,Deaf Dumb Association Indore,"Deaf Dumb Association Indore, | H.S. School and Multipurpose Training Institute for the Deaf, | Scheme No. 71-B, Behind Ranjeet Hanuman, Indore, | Madhya Pradesh-9",Madhya Pradesh,37,366.11,listed_in_2026-02-04_register; current_activity_not_assessed
310,MP010,Manovikas College of Special Education (run by M.P. Viklang Sahayata Samiti,"Manovikas College of Special Education | (run by M.P. Viklang Sahayata Samiti,) | Sector-9, Jawahar Nagar, Near Nanakheda, | Ujjain, Madhya Pradesh – 456010",Madhya Pradesh,37,446.03,listed_in_2026-02-04_register; current_activity_not_assessed
311,MP011,Gurukul College of Special Education,"Gurukul College of Special Education, Gurukul Sanskrit | Shikshan Samiti, Vivekanand | Viklang Ashram, Near Kamal Filling Station, Sidhi, Dist. Sidhi, | M.P. /",Madhya Pradesh,37,557.39,listed_in_2026-02-04_register; current_activity_not_assessed
312,MP012,Welfare Association for the Disabled,"Welfare Association for the Disabled, Institute of Special | Education & Disability Management, Chandra Gupt Mourya | Chouraha, (M.R.10) I- Sector-C, Sukshliya, Indore, Madhya | Pradesh- 452010",Madhya Pradesh,37,615.95,listed_in_2026-02-04_register; current_activity_not_assessed
313,MP013,Sri Aurbindo Institute of Medical Sciences (SAIMS),"Sri Aurbindo Institute of Medical Sciences (SAIMS), | SAIMS Medical College, Hospital & Dental College, Indore – | Ujjain State Highway, Near MR – 10 Crossing, Gram | Bhanwarasala, Tehsil, Sanwer, Dist. Indore, Madhya Pradesh | – 453555 /",Madhya Pradesh,37,676.07,listed_in_2026-02-04_register; current_activity_not_assessed
314,MP014,Netaji Subash Chandra Bose Medical College (N.S.C.B),"Netaji Subash Chandra Bose Medical College (N.S.C.B), | Jabalpur – 482003, Madhya Pradesh (DHLS Study Centre of | AIISH Mysore)",Madhya Pradesh,37,776.51,listed_in_2026-02-04_register; current_activity_not_assessed
315,MP015,M. P. Welfare Association for the Blind,"M. P. Welfare Association for the Blind, | Hellen Keller Education Academy, Prakash Nagar, Near | Water Tank, Navlakha, Indore, Madhya Pradesh - | 452001 /",Madhya Pradesh,38,98.99,listed_in_2026-02-04_register; current_activity_not_assessed
316,MP016,Sharada Arunoday Kalyankari Shiksha Samiti,"Sharada Arunoday Kalyankari Shiksha Samiti, #172 Vinay | Nagar, Sector-3, Gwalior, M.P.-474012",Madhya Pradesh,38,150.23,listed_in_2026-02-04_register; current_activity_not_assessed
317,MP017,Gwalior Mansik Arogyashala Jail Road,"Gwalior Mansik Arogyashala Jail Road, Gwalior, M.P. | 474012 Office no-",Madhya Pradesh,38,233.87,listed_in_2026-02-04_register; current_activity_not_assessed
318,MP018,Bhagwan Singh Social Welfare Foundation Society,"Bhagwan Singh Social Welfare Foundation Society, | Vishwavidyalaya Road, Khutehi, Behind Agarwal Nursing | Home, Rewa, Madhya Pradesh",Madhya Pradesh,38,267.83,listed_in_2026-02-04_register; current_activity_not_assessed
319,MP019,Amar Jyoti School & Rehabilitation Centre Near IT Park,"Amar Jyoti School & Rehabilitation Centre | Near IT Park, Gola Ka Mandir, Morena Link Road, Manpur, | Distt. Gwalior, Gwalior, Madhya Pradesh",Madhya Pradesh,38,354.59,listed_in_2026-02-04_register; current_activity_not_assessed
320,MP021,"S. S. College, (Run by Chouhan Educational society) Sunkhedi via Danish Kunj","S. S. College, | (Run by Chouhan Educational society) | Sunkhedi via Danish Kunj, Kolar Road, Bhopal, Madhya | Pradesh – 462042",Madhya Pradesh,38,483.71,listed_in_2026-02-04_register; current_activity_not_assessed
321,MP023,Viklang Seva Bharti,"Viklang Seva Bharti, | 321, Galgala, Banerji Bhawan, Tilak Ward, Dist- Jabalpur, | Madhya Pradesh – 482002",Madhya Pradesh,38,622.67,listed_in_2026-02-04_register; current_activity_not_assessed
322,MP025,Society for community Development Training and Research,"Society for community Development Training and | Research, Sohagi, Rewa,M.P. – 486226",Madhya Pradesh,38,673.91,listed_in_2026-02-04_register; current_activity_not_assessed
323,MP027,Madhuri Aayaam Education And Welfare Society,"Madhuri Aayaam Education And Welfare Society, | Village – Berkhedi Bazyaft, Post- Ratibad, Tehsil- Huzur, Dist- | Bhopal -462044",Madhya Pradesh,38,727.19,listed_in_2026-02-04_register; current_activity_not_assessed
324,MP028,New Era College Of Special Education,"New Era College Of Special Education, | 199/4, Awas Nagar",Madhya Pradesh,38,794.15,listed_in_2026-02-04_register; current_activity_not_assessed
325,MP029,RAJRANI SEWA AVAM SHIKSHAN PRASHIKSHAN AND SOCIAL WELFARE SOCIETY C/O DR SHRAWAN KUMAR TIWARI VILL-POST JP PURAM MAHADEVA WARD,"RAJRANI SEWA AVAM SHIKSHAN PRASHIKSHAN AND | SOCIAL WELFARE SOCIETY | C/O DR SHRAWAN KUMAR TIWARI VILL-POST JP PURAM | MAHADEVA WARD, No.30 SATNA, Madhya Pradesh",Madhya Pradesh,39,176.87,listed_in_2026-02-04_register; current_activity_not_assessed
326,MP030,Bhagwan Singh D.Ed SE(MR) College,"Bhagwan Singh D.Ed SE(MR) College, Sanjay Colony | Pandav Nagar Shahdol District Shahdol , Madhya Pradesh – | 461111",Madhya Pradesh,39,247.79,listed_in_2026-02-04_register; current_activity_not_assessed
327,MP031,Amity Institute of Behavioural & Allied Sciences,"Amity Institute of Behavioural & Allied Sciences, Amity | University Madya Pradesh, Opposite Air Port Maharajpura, | P.O.:Gole Ka Mandir Tehsil: Morar Gwalior, Madhya Pradesh",Madhya Pradesh,39,301.07,listed_in_2026-02-04_register; current_activity_not_assessed
328,MP032,Swami Vivekanand College (Pragatisheel Viklang Sansar),"Swami Vivekanand College (Pragatisheel Viklang | Sansar), Panna, Janakpur Road, Panna, Madhya Pradesh",Madhya Pradesh,39,371.15,listed_in_2026-02-04_register; current_activity_not_assessed
329,MP033,GURUKUL COLLEGE OF SPECIAL EDUCATION NH-75,"GURUKUL COLLEGE OF SPECIAL EDUCATION NH-75, | REWA ROAD,VIVEKANAND VIKALANG ASHRAM,JAMODI | SIDHI(M.P)",Madhya Pradesh,39,410.99,listed_in_2026-02-04_register; current_activity_not_assessed
330,MP034,Vivekanand College CWSN Hostel,"Vivekanand College | CWSN Hostel, Lalpur, District – Umaria MP-484661",Madhya Pradesh,39,453.47,listed_in_2026-02-04_register; current_activity_not_assessed
331,MP035,Bardoli Jankal Evam Vikas Samiti,"Bardoli Jankal Evam Vikas Samiti, | Vansh Swaroopward, Lakhera, Katni, | Madhya Pradesh-483501",Madhya Pradesh,39,542.27,listed_in_2026-02-04_register; current_activity_not_assessed
332,MP036,National Institute of Mental Health Rehabilitation,"National Institute of Mental Health Rehabilitation, | Old Zila Panchayat Bhawan, Luniya Choraha, Mandi Road, | Sehore, Madhya Pradesh 466001",Madhya Pradesh,39,595.55,listed_in_2026-02-04_register; current_activity_not_assessed
333,MP037,SNEH-Institute for Learning & Empowerment- Suraj,"SNEH-Institute for Learning & Empowerment- Suraj, | SNEH-Bhawan-6, Shri Ram Colony, Nagda, District- Ujjain, | Madhya Pradesh",Madhya Pradesh,39,718.43,listed_in_2026-02-04_register; current_activity_not_assessed
334,MP038,Man College of Special Education & Psychological Studies,"Man College of Special Education & Psychological | Studies, | Run by – Man Samiti Guna, Madhya Pradesh Green Park | Colony, Bhullandura Byepass Road, Guna, Madhya Pradesh -",Madhya Pradesh,39,780.71,listed_in_2026-02-04_register; current_activity_not_assessed
335,MP039,Unique Mook Badhir Sewa Samiti,"Unique Mook Badhir Sewa Samiti, Institute of Special | Education and Rehabilitation Centre, Little Genius | International School Campus, Treasure Fantancy CAT Road, | Indore, Madhya Pradesh",Madhya Pradesh,40,119.87,listed_in_2026-02-04_register; current_activity_not_assessed
336,MP040,Kartikay Institute of Rehabilitation and Training Centre,"Kartikay Institute of Rehabilitation and Training Centre, | 243 Panchwati Ward No. 48 Sarvottam Nagar, Parasia Road, | Chhind Wara, Madhya Pradesh 480001",Madhya Pradesh,40,167.99,listed_in_2026-02-04_register; current_activity_not_assessed
337,MP041,Radharaman Special Education,"Radharaman Special Education, Radharaman Shiksha | Sansthan, | Niwari Road, Prithvipur, Dist- Tikamgarh, Madhya Pradesh- | 472338",Madhya Pradesh,40,222.95,listed_in_2026-02-04_register; current_activity_not_assessed
338,MP042,Youth of Sausar Association,"Youth of Sausar Association, Sausar District Chindwara, | Madhya Pradesh 480106",Madhya Pradesh,40,276.23,listed_in_2026-02-04_register; current_activity_not_assessed
339,MP043,Nirvan shikshan Sansthan Samiti,"Nirvan shikshan Sansthan Samiti, | Nandanbadi Seoni Pandhurna, dist- chhindwara, | Madhya Pradesh 480001",Madhya Pradesh,40,314.99,listed_in_2026-02-04_register; current_activity_not_assessed
340,MP044,Swami Vivekanand Mahavidyala Mohalla-Janakpur,"Swami Vivekanand Mahavidyala | Mohalla-Janakpur, Teh-Panna, Dist-Panna Madhya Pradesh- | 488001",Madhya Pradesh,40,361.67,listed_in_2026-02-04_register; current_activity_not_assessed
341,MP045,Lt. Vijay Singh Memorial Training Research & Rehabilitation Institute,"Lt. Vijay Singh Memorial Training Research & | Rehabilitation Institute, | (Run by Rajrani Sewa Avam Shikshan Prashikshan and | Social Welfare Society) Chhatarpati Nagar, Rewa, Madhya | Pradesh- 486441",Madhya Pradesh,40,423.83,listed_in_2026-02-04_register; current_activity_not_assessed
342,MP046,Kaushal Vikas Punarwas Rojgar,"Kaushal Vikas Punarwas Rojgar, Prashikshan Sansthan, | Civil Line Satna, Madhya Pradesh-485001",Madhya Pradesh,40,482.51,listed_in_2026-02-04_register; current_activity_not_assessed
343,MP047,Mahakaushal University,"Mahakaushal University, | Vill. Aithakheda, Kukunwara, Chargawan Road, Jablpur, | Madhya Pradesh – 482003",Madhya Pradesh,40,626.03,listed_in_2026-02-04_register; current_activity_not_assessed
344,MP048,Dr. Singh College of Special Education (Run by Dr. Singh Shikshan Samiti) Danish Kunj road,"Dr. Singh College of Special Education (Run by Dr. Singh | Shikshan Samiti) | Danish Kunj road, Bhopal Madhya Pradesh 462042",Madhya Pradesh,40,671.03,listed_in_2026-02-04_register; current_activity_not_assessed
345,MP049,Mahatma Gandhi Chitrakoot Gramodaya Vishwavidyalaya Chitrakoot,"Mahatma Gandhi Chitrakoot Gramodaya Vishwavidyalaya | Chitrakoot, Dist- Satna, Madhya Pradesh – | 485334",Madhya Pradesh,40,706.55,listed_in_2026-02-04_register; current_activity_not_assessed
346,MP050,Dr. Preeti Global University,"Dr. Preeti Global University, | Gram Dinara, Karera, Shivpuri Madhya Pradesh – 473665",Madhya Pradesh,40,759.35,listed_in_2026-02-04_register; current_activity_not_assessed
347,MP051,Department of Allied and Rehabilitation Sciences Amaltas University Village - Bangar,"Department of Allied and Rehabilitation Sciences | Amaltas University | Village – Bangar, District- Dewas Madhya Pradesh – 455001",Madhya Pradesh,41,100.07,listed_in_2026-02-04_register; current_activity_not_assessed
348,MP052,Malwanchal University NH 59 A Index City,"Malwanchal University | NH 59 A Index City, Newawar Road, Indore, Madya Pradesh",Madhya Pradesh,41,149.75,listed_in_2026-02-04_register; current_activity_not_assessed
349,MP053,PRAMJYOTIA DIVYANGJAN REHABILITATION COLLEGE & RESEARCH CENTRE (PDRCRC) NEAR COLLECTOR OFFICE DISTRICT SATNA,"PRAMJYOTIA DIVYANGJAN REHABILITATION COLLEGE | & RESEARCH CENTRE (PDRCRC) | NEAR COLLECTOR OFFICE DISTRICT SATNA, CIVIL LINE | ROAD, | BEHIND JAWAHAR NAGAR STEDIUM SHEETLA MATA | MANDIR LINE NO 5, | SATNA MADHYA PRADESH 485001.",Madhya Pradesh,41,194.75,listed_in_2026-02-04_register; current_activity_not_assessed
350,MP054,Savitribai Phule National Institute of Women and Child Development,"Savitribai Phule National Institute of Women and Child | Development, | REGIONAL CENTRE INDORE, | BADA BANGARDA, HATHOD ROAD, GOMAT GIRI, | INDORE, MADHYA PRADESH-452005",Madhya Pradesh,41,278.03,listed_in_2026-02-04_register; current_activity_not_assessed
351,MH002,All India Institute of Physical Medicine and Rehabilitation(A.I.I.P.M.R),"All India Institute of Physical Medicine and | Rehabilitation(A.I.I.P.M.R), Haji Ali Park, K. Khadye Marg, | Mahalaxmi, Mumbai, Maharashtra – 400 034",Maharashtra,41,370.19,listed_in_2026-02-04_register; current_activity_not_assessed
352,MH003,Ali Yavar Jung National Institute of Speech and Hearing Disabilities (Divyangjan),"Ali Yavar Jung National Institute of Speech and Hearing | Disabilities (Divyangjan), | Kishenchand Marg, Bandra (W), Mumbai-400050, | Maharashtra",Maharashtra,41,563.63,listed_in_2026-02-04_register; current_activity_not_assessed
353,MH004,Topiwala National Medical College,"Topiwala National Medical College , | C/o Dean, B.Y.L. Nair Charitable Hospital, Dr. A.L. Nair Road, | Mumbai, Maharashtra – 400008",Maharashtra,42,210.35,listed_in_2026-02-04_register; current_activity_not_assessed
354,MH005,National Institute for the Empowerment of Persons With Intellectual Disability (Divyangajan) Regional Centre,"National Institute for the Empowerment of Persons With | Intellectual Disability (Divyangajan) Regional Centre, | Navi Mumabi, Sector 5, Kharghar, Navi Mumbai, Maharashtra | – 410210",Maharashtra,42,325.79,listed_in_2026-02-04_register; current_activity_not_assessed
355,MH009,Prabodhini Trust,"Prabodhini Trust ,Old Pandit Colony, Sharanpur Road, | Nashik",Maharashtra,42,483.59,listed_in_2026-02-04_register; current_activity_not_assessed
356,MH017,Wai Akshar Institute,"Wai Akshar Institute, | 401, Ganpati Ali, Wai Distt. Satara, Maharashtra - 412803 | T.No.:",Maharashtra,42,527.87,listed_in_2026-02-04_register; current_activity_not_assessed
357,MH020,S.N.D.T. Women’s University,"S.N.D.T. Women’s University, | Department of Special Education, Sir Vithaldas Vidyavihar, | Juhu Road, Santacruz , Mumbai, Maharashtra – 400 049",Maharashtra,42,571.91,listed_in_2026-02-04_register; current_activity_not_assessed
358,MH021,Dilkush Teachers Training in Special Education Church Road,"Dilkush Teachers Training in Special Education Church | Road, Juhu, Mumbai, Maharashtra – 400049",Maharashtra,43,81.23,listed_in_2026-02-04_register; current_activity_not_assessed
359,MH022,Hashu Advani College of Special Education,"Hashu Advani College of Special Education, 64-65, | Collector’s Colony, Chembur, Mumbai, Maharashtra – 400074",Maharashtra,43,134.51,listed_in_2026-02-04_register; current_activity_not_assessed
